News,Target
"
Says Bernie Sanders “voted against the Brady Bill five times for background checks on people.”
",0
"
Says U.S. Rep. Dan Lipinski “voted against the DREAM Act, supports separating families and banning Muslims.”
",0
"
“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.""
",0
"
Says an image of a Vermont mansion is one of Bernie Sanders homes.
",0
"
Says Donald Trump tweeted, “Corona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions: Judaism, olives. Wonderful vaccine, will stop Corona DEAD around world. Can’t make vaccines when being bombed, not have been possible without peace I created in Israel!”
",0
"
The Obama administration ""didn't do anything about” swine flu.
",0
"
“The Obama administration made a decision on testing that turned out to be very detrimental to what we’re doing” on the coronavirus.
",0
"
The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.""
",0
"
“Bloomberg spent $500 million on ads. The U.S. population is 327 million. He could have given each American $1 million and still have money left over.”
",0
"
Says Bernie Sanders “only had 3,444 votes” in Nevada.
",0
"
Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”
",0
"
“I pay $165 a month on my student loans for the next 13 years to pay them off. With Bernie Sanders’ plan, my student loans will be forgiven. I’ll only have to pay $450 extra in taxes a month for the next 25 years to make sure I’ll have no more student debt.”
",0
"
“Asteroid warning: NASA tracks a 4KM killer rock on approach - Could end human civilisation.”
",0
"
“You’ve raised a lot more money than I have, Bernie.”
",1
"
Speaking of an HIV outbreak in Indiana during his time as governor, says “we immediately deployed health resources.”
",0
"
Says “every time"" the DSCC endorsed someone in North Carolina's U.S. Senate primary, ""and the person they didn’t support was black, the candidate they picked ended up losing.""
",0
"
“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”
",0
"
Says Quaden Bayles committed suicide.
",0
"
Says of the Milwaukee mass shooter: ""Supposedly he is black. A noose was hung on his locker and he addressed the issue and he was fired! So he returned the next work day and killed who he all thought were involved.""
",0
"
""Prescription drug companies are charging Americans prices that are on average 4x higher than what's charged in other countries.""
",0
"
Says the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.
",0
"
Quotes Sen. Lindsey Graham as saying President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”
",0
"
""Bernie (Sanders) is a communist.""
",0
"
Says Gov. Tony Evers “wants to release half of the prison population.”
",0
"
“I had the great honor of being arrested with our U.N. ambassador on the streets of Soweto trying to get to see (Nelson Mandela) on Robbens Island.”
",0
"
The United States is “actually screening fewer people (for the coronavirus than other countries) because we don't have appropriate testing.""
",0
"
In 1962, Joe Biden “worked with segregationists,” Elizabeth Warren “debated as a pro-Vietnam conservative” while Bernie Sanders “organized against segregation and Vietnam war”
",0
"
“The blood test for coronavirus costs $3,200.”
",0
"
“Man visited Albany, N.Y. days before dying from coronavirus.”
",0
"
“Bernie Sanders in 1963 — arrested protesting segregation. Joe Biden in 1975 — passionate speech defending segregation.”
",0
"
Says President Barack Obama “waited six months to call swine flu an emergency after thousands died.”
",0
"
""Cuba has a lung cancer vaccine we in the US had no access to because we sanctioned Cuba.”
",0
"
Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.
",0
"
Says no one has died from the coronavirus in the United States.
",0
"
Says President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’”
",0
"
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”
",0
"
“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”
",0
"
Says a photo shows a man wearing a “government issue Saint Laurent hazardous materials suit.”
",0
"
“In ‘Resident Evil’ the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated.”
",0
"
“I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.”
",0
"
""Sanitizer will do nothing for the coronavirus.""
",0
"
“While we are all sitting here debating, Wisconsin has kicked hundreds of thousands of people off of their voting rolls.”
",0
"
”America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask.”
",0
"
Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.
",0
"
Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails “right at the end so that you don’t see the laughter, the joke.”
",0
"
Says Democratic members of Congress who represent Cuban Americans in Florida and have been critical of Sanders “just so happen to be supporting other candidates.”
",0
"
“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”
",0
"
“Mike Bloomberg owns more wealth than the bottom 125 million Americans.”
",0
"
""Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus.""
",0
"
The mortality rate for the flu is “right around” that of the new coronavirus: “It’s right around 2%.”
",0
"
Says Sen. Thom Tillis voted to ""take away"" coverage for people with pre-existing conditions.
",0
"
“Bernie Sanders voted in favor of every war during his tenure.”
",0
"
During his tenure as mayor of New York City, “street homelessness decreased by 28 percent.”
",1
"
Says California has a top income tax rate of 13.3% “and people aren’t leaving.”
",0
"
“Democrat Senators high-five after voting in favor of late-term abortion.”
",0
"
“Hair weave and lace fronts manufactured in China may contain the coronavirus.”
",0
"
Says the coronavirus can be slowed or stopped with the “immediate widespread use of high doses of vitamin C.”
",0
"
Says white vans with external locks are “utilized for sex trafficking.”
",0
"
Says Sen. Chuck Schumer deleted a Feb. 5 tweet criticizing President Donald Trump’s decision to ban some forms of travel to and from China.
",0
"
Says the CEO of Camping World told Trump supporters “Frankly, don’t shop at my business.”
",0
"
“Bernie Logic: Nobody can live on $7 an hour. We must raise the minimum wage to $15 an hour. Also we must raise the tax rate to 52%. $15 an hour * 52% = $7.80. $15 an hour - $7.80 = $7.20. $7.20 an hour!!!”
",0
"
Says an image of a pile of needles is from Nancy Pelosi’s congressional district in San Francisco.
",0
"
PepsiCo announced Mountain Dew will be discontinued over health concerns.
",0
"
Says former congressman Keith Ellison “beats his girlfriend and Democrats make him the deputy chair of the DNC.”
",0
"
A photo shows Democratic U.S. Rep. Maxine Waters and House Speaker Nancy Pelosi posing and smiling in front of a Trump 2020 sign.
",0
"
“Nancy Pelosi being ‘escorted’ out of a restaurant, drunk again!”
",0
"
“Jihad will continue until all the Hindus, Christians, Buddhists, Atheists are killed. Your secularism & tolerance can not change our ideology. Quran does NOT permit survival of Non-Muslims. — Abdullah Zuber.”
",0
"
“Nancy Pelosi’s Brother’s Company Received $737 Million from Obama’s Energy Dept!”
",0
"
Sex traffickers are using a zip-tie contraption on the door handles of vehicles “to trick females into looking down and digging for something in their purse to cut with ... Once they’re distracted, boom! They are quickly forced into another vehicle, never to be seen again by their people.”
",0
"
“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”
",0
"
“The Social Security check is now (or soon will be) referred to as a ‘Federal Benefit Payment.’”
",0
"
“Fact: Mike Bloomberg spent $12 million to re-elect a Senate Republican (Toomey) in 2016. Toomey beat the Dem (McGinty) by 1.5 points. If McGinty had won, Ds would have controlled the Senate after Doug Jones won and could have blocked Kavanaugh from the Supreme Court.”
",0
"
“As the State Department warned Mizzou in July 2019, and as I have repeatedly stated, (the Confucius Institute) presented security risks for students & university as a whole.”
",0
"
“Corona virus: Florida man arrested for robbery using cough as a weapon.”
",0
"
“There’s an Amazon distribution center that was advertising, last time I was there, up to $12.75 an hour. Your parents made that three decades ago.”
",0
"
Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”
",0
"
Says Democrats are embracing “abortion up until the moment of birth and even, horrifically, after that.”
",0
"
""Not once in his entire career in Washington, D.C., which started way back in 1991, has Democratic Socialist Bernie Sanders ever voted yes on sanctions against Russia.""
",0
"
Says the CDC recommends men shave their beards to protect against coronavirus.
",0
"
Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we’d all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.""
",0
"
“Obama ordered CIA to train ISIS Jihadists”
",0
"
Says Bernie Sanders “collaborated with Marxist regimes in the Soviet Union, Nicaragua and Cuba.”
",0
"
Says it’s “OK to kill babies once born” in Virginia.
",0
"
“The coronavirus is the common cold, folks.”
",0
"
“If you have the Flu… get these two items… Sambucol (and) Oscillococcinum… in 48 hours you will feel better. In 72 hours you will be almost symptom-free.”
",0
"
Says Bernie Sanders “opposed Obamacare, didn't like the fact we didn't push a single-payer option.”
",0
"
Says a photo of Pete Buttigieg in a military uniform was staged.
",0
"
Says “The Simpsons” predicted the coronavirus.
",0
"
High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""
",0
"
Coronavirus patients are being ""cremated alive"" in China.
",0
"
“Congress files charges against Nancy Pelosi.”
",0
"
“Trump’s farmer bailout is now twice the size of Obama’s GM bailout. The big difference is GM paid their bailout back — with interest.”
",0
"
Says the 2008 book “End of Days” predicted the current coronavirus outbreak.
",0
"
Says liberals are trying to make pedophilia legal “in preparation of Sharia Law in America.”
",0
"
Says Bernie Sanders has said “things like women get cancer from having too many orgasms, or toddlers should run around naked and touch each others' genitals to insulate themselves from porn … He's written about women's rape fantasies.""
",0
"
Ninety pounds of cocaine was found on a boat owned by Mitch McConnell's family and that they are “financing his Senate campaigns with their cocaine drug profits.”
",0
"
Says U.S. Immigration and Customs Enforcement “will be at every polling station” on Nov. 3, 2020.
",0
"
Says a Michigan funeral home employee was “cremated by mistake while taking a nap.”
",0
"
""In #WI, over 44,000 jobs depend on trade with Mexico and Canada.""
",0
"
“(A recent study) said ‘Medicare for All’ will lower health care costs in this country by $450 billion a year and save the lives of 68,000 people who would otherwise have died.”
",0
"
""There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.""
",0
"
“Socialist Workers Party leader Bernie Sanders supported Ayatollah Khomeini against the US, condemned president Carter for imperialism, and accused the hostages of being CIA spies.”
",0
"
Quotes actor Will Smith as saying: “I’m not afraid to say that Trump and his supporters are ba…”
",0
"
Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.
",0
"
Say Bernie Sanders said, “Italians are gangsters and Irish are drunk and Jews are greedy and black people smell.”
",0
"
 “If you like your private plan, you can keep it.”
",0
"
“Violent crime in South Bend doubled during Mayor Pete’s tenure.”
",0
"
“The mayor of Livermore California explains Trump’s popularity and success.”
",0
"
Rep. Devin Nunes, R-Calif., said “defending Trump is more important than the United States.”
",0
"
Says Bernie Sanders would “go beyond reform and reorder the economy in ways most Democrats — let alone most Americans — don’t support.""
",0
"
“Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.”
",0
"
A photo shows Air Force One at the 2020 Daytona 500.
",0
"
“When Fidel Castro came into office, you know what he did? He had a massive literacy program.”
",0
"
""Bloomberg says he wants to ban guns holding more than three rounds.""
",0
"
""Pardons — Obama: 1,927, Trump: 26. And Trump is abusing that power?""
",0
"
“America’s carbon emissions are being reduced at a rate far higher than any country in the world.”
",0
"
Says the Affordable Care Act “took money out of the Medicare trust fund.”
",0
"
“Bernie Sanders wants free health care for all and was asked how he would pay for it. His answer was raise taxes to 52% on anybody making over $29,000 per year.”
",0
"
""Amy, I looked online at your (health care) plan. It’s two paragraphs.""
",0
"
Says President Trump’s limousine driver did burnouts to entertain Daytona 500 spectators during a rain delay.
",0
"
Says image shows Pete Buttigieg in a leather suit posing with two other men.
",0
"
""@BernieSanders receives strong support from the conservative & most rural part of Vermont.""
",1
"
""Back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of California. … That’s 35,000 more than we have today.”
",0
"
Says “black babies die at rates twice as high as white babies because of a lack of access to affordable health care.”
",0
"
“The majority of hunters now want universal background checks, the majority of Trump voters.”
",1
"
Video shows Democratic presidential candidates speechless for 20 seconds when discussing whether any of them started a business.
",0
"
Says the United Nations plans to “implant everyone with a biometric ID.”
",0
"
Says Maxine Waters tweeted, “Every single gun owner I have talked to has told me, ‘As soon as I walked out of that gun store, I felt a killer growing inside of me.’ When will we acknowledge there is no such thing as a responsible gun owner?”
",0
"
The budget hole in Bernie Sanders’ plans “is bigger than the size of the entire economy of the United States.""
",0
"
""Yet, for all that spending, health outcomes today on Medicaid are mediocre and many patients have difficulty accessing care.”
",0
"
Says if you take the oath of office on the Koran, “then you have committed treason.”
",0
"
“Violent crime rates increased in all but two Wisconsin cities between 2008 and 2017.”
",0
"
Says a photo shows the height difference between Donald Trump and Mike Bloomberg.
",0
"
“Starbucks CEO Has Admitted She Doesnt Like White People”
",0
"
Says Kobe Bryant’s eldest daughter, Natalia, left a suicide video after being bullied.
",0
"
Says a photo shows an elephant carrying a lion cub to a pool of water so it wouldn’t die.
",0
"
Says a photo shows Ilhan Omar without a head scarf.
",0
"
Says Melania Trump lied under oath in 2013 about graduating from college with a bachelor’s degree in architecture.
",0
"
“Mayor Bloomberg was busy blaming African Americans and Latinos for the housing crisis in 2008.”
",0
"
“From the moment we passed that signature legislation, Mike (Bloomberg) called it a disgrace.”
",1
"
“When we discovered, I discovered, that we were doing many, many, too many stop and frisks, we cut 95% of it out.”
",0
"
“Pete Buttigieg is a favorite candidate of Wall Street and the health care industry.”
",0
"
Says photos show Barack Obama, Hillary Clinton and Condoleezza Rice posing with Osama bin Laden.
",0
"
Says Nancy Pelosi was arrested after ripping a copy of the State of the Union speech.
",0
"
A photo of Pete Buttigieg in a military uniform without visible patches shows that “he is a fraud.”
",0
"
“Pete Buttigieg claims Bible says babies can be aborted ‘up to their first breath.’”
",0
"
Says Mike Bloomberg “opposed modest proposals during Barack Obama’s presidency to raise taxes on the wealthy, while advocating for cuts to Medicare and Social Security.”
",0
"
Photo shows Bernie Sanders at the 1969 Stonewall riots.
",0
"
Says Mike Bloomberg is “a candidate who in 2015 stated, and I quote: ‘I, for example, am not in favor, have never been in favor of raising the minimum wage.’”
",0
"
“Michigan prosecutor looks to release 90 convicted murderers serving life sentences.”
",0
"
“Dinesh D’Souza passed away.""
",0
"
“Epstein’s recruiter Ghislaine Maxwell’s father Robert Maxwell gave Mitt Romney his first $2M investment and started him in business.”
",0
"
After pushing through a red flag law in the New Mexico Senate, Gov. Michelle Lujan Grisham “has had the firearms of her guards and household seized.”
",0
"
“Robert de Niro Linked to Child Sex Trafficking Ring According to Court Records”
",0
"
“Kobe Bryant Is Still Alive and Faked His Death LEAKED FOOTAGE”
",0
"
Says Kate Spade worked with the Clintons and suggests they were involved in her death.
",0
"
“President Trump signs bill returning prayer in schools.”
",0
"
Says the photo ID law passed by North Carolina lawmakers is “one of the nation’s most lenient voter ID laws.""
",0
"
“The KKK officially endorses Trump 2020.”
",0
"
“Amy Klobuchar vows to resettle 500 percent more refugees, none in her neighborhood.”
",0
"
“Trump just cut the scheduled federal pay raise, stating that he can’t do it now because of ‘serious economic conditions’ in America.”
",0
"
Says since he took office, the City of Milwaukee has seen the creation of 7,000 new affordable housing units.
",1
"
Scientists ""are shocked to discover that weed kills corona virus”
",0
"
“We’ve also seen in the time that he’s (Donald Trump) been president, an increase in carbon emissions going absolutely in the wrong way.”
",0
"
Says Elizabeth Warren, asked about the Mollie Tibbetts murder, said “I know this is hard for her family, but they have to remember that we need to focus on real problems, like illegal immigrants not being able to see their kids.”
",0
"
“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”
",0
"
Says a photo shows Joe Biden groping a woman.
",0
"
Says a teenage Pete Buttigieg was arrested in the late 1990s for killing dogs.
",0
"
An Alton, Ill., man caught a 736-pound Giant Mekong catfish in the Mississippi River.
",0
"
“Colorado school forces students to wear hijabs.”
",0
"
Says Bill Murray said, “So if we lie to the government, it’s a felony. But if they lie to us it's politics.”
",0
"
Quotes Kamala Harris as saying: ""After we impeach, we round up the Trump supporters.""
",0
"
Says Gov. Tony Evers ""proposed raising taxes on the agriculture industry to pay for expanded welfare programs.""
",0
"
Sanders’ “Medicare for All” plan ""would cost more than the entire federal budget that we spend now.""
",0
"
“House Democrats have passed more than 275 bipartisan bills this Congress.""
",0
"
Says a ""court has ordered North Carolina to step up significantly its funding for education.""
",0
"
“Over 50% of the people now in the House and state Senate have not been born in Virginia.”
",1
"
“I delivered on my campaign promise for a 10% tax cut for Wisconsin families.”
",0
"
The widow and son of a deceased military veteran looked on in horror as Speaker Nancy Pelosi ripped up a copy of the State of the Union.
",0
"
Says the 2019 coronavirus ""causes sudden death syndrome.""
",0
"
Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China's Army.”
",0
"
“Cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus.”
",0
"
""Donald Trump sued the City of Palm Beach when he bought a segregated club, Mar A Lago, to open it to Jews & Blacks.""
",0
"
“This is a 1927 News Article showing America was sold to five Billionaires The Rothschild’s, Rockefellers, DuPont’s, Harriman’s and Warburg’s.”
",0
"
Says Republicans just won two congressional seats in North Carolina “that were not supposed to be won.”
",0
"
“Trump’s daughter works at the White House. Her husband works at the White House. Rudy’s son works at the White House. Barr’s son-in-law works at the White House. Barr’s daughter works at Treasury. Trump’s sons do foreign business. Trump’s daughter is getting Chinese patents and Saudi grants.”
",0
"
“Everyone on this stage except Amy (Klobuchar) and me is either a billionaire or is receiving help from PACs that can do unlimited spending.”
",0
"
Says ""the coronavirus was engineered by scientists in a lab.""
",0
"
""Our new (health care) plans are up to 60% less expensive and better"" than Obamacare.
",0
"
Says Mitt Romney voted against convicting President Donald Trump because Burisma board member Joseph Cofer Black “is Romney’s national security advisor” and because of ties to Obama CIA director John Brennan.
",0
"
Says Maxine Waters said: “I say, we knock off Trump and then, go after Pence. We have the power.”
",0
"
Says George Soros was an “SS in the National Socialist German Workers Party. Nazi Party.”
",0
"
“Chinese people eat human baby soup to improve health.”
",0
"
Says Paul Walker was set to come forward to expose “Clinton Foundation crimes against children in Haiti” before he was killed.
",0
"
“State Forces Citizens to Pay for ‘Stargazing Permit’ to View Night Sky in Public Parks”
",0
"
North Carolina's Democratic primary is open to ""all registered voters, regardless of registration.""
",0
"
Says Nancy Pelosi said, “If the Senate conducts a sham trial, our caucus will just impeach the president again. We have no shortage of impeachment offenses. This president is a criminal.”
",0
"
Says with his guilty impeachment vote, Senator Mitt Romney “could be removed from office.”
",0
"
Mitt Romney’s father “U.S. Senator George Romney, was a liberal Republican who had ties to Saul Alinsky, yes, the same dude who wrote the book, Rules For Radicals and dedicated to Satan.”
",0
"
Says William Barr tweeted, “BREAKING NEWS Senator Mitt Romney is the only Republican Senator who voted to remove President Trump from office… IN A COMPLETELY UNRELATED STORY Senator Mitt Romney is also the only Republican Senator who has a son who sits on the board of a Ukrainian Energy Company.”
",0
"
Says San Antonio has “the lowest per capita income of any major Texas city.”
",0
"
""I thought it was a terrible thing when (Nancy Pelosi) ripped up the speech. First of all, it's an official document. You're not allowed. It's illegal what she did. She broke the law.""
",0
"
Says a video shows a fox allowing itself “to feed koala babies in Australia.”
",0
"
Says Joe Biden’s campaign told an Iowa library where Jill Biden was holding an event “to remove the American flag as they did not want to say the pledge of allegiance.”
",0
"
Says John F. Kennedy “smoked cannabis in the White House, while president, because he suffered from severe back pain and Addison's disease.""
",0
"
“Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.”
",0
"
Says a video proves Pelosi “was planning” to rip up President Donald Trump’s State of the Union address “from the start.”
",0
"
“We have an America where … hard-working families have flat wages.”
",0
"
“Under my administration, 7 million Americans have come off of food stamps, and 10 million people have been lifted off of welfare.”
",0
"
Says the USMCA is the “biggest trade deal ever made.”
",0
"
Says it shows a “DNC Group” teaching “ILLEGAL VOTING in Arizona.”
",0
"
Says Patrick Mahomes said, “I believe George Zimmerman is innocent.”
",0
"
Says a photo shows Patrick Mahomes wearing a shirt that says, “The Great State of Kansas.”
",0
"
""Years of economic decay are over"" because Trump ""reversed the failed economic policies of the previous administration.""
",0
"
National polls have “never predicted who will be president from our party. Carter was in the single digits a few months before caucuses. Bill Clinton was. Obama — 20 points behind in the national polls roughly.”
",1
"
Says U.S. Rep. Sean Casten “demanded the impeachment of the Republican President before the Mueller report was even released.”
",0
"
""Nancy Pelosi may have just committed a violation of 18 U.S.C. § 2071, Section 2071 (a) when she ripped up President Trump’s State of the Union address. This violation is punishable by up to three years in prison.”
",0
"
“I have also overseen historic funding increases for high-quality child care, enabling 17 states to help more children, many of which have reduced or eliminated their waitlists altogether.”
",0
"
Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”
",0
"
“In sanctuary cities, local officials order police to release dangerous criminal aliens to prey upon the public instead of handing them over to ICE to be safely removed.”
",0
"
Says Donald Trump tweeted, “I have it on good authority that the real reason for the delayed results from the #IowaCaucus is they are trying to hide the fact that the winner was @VerminSupreme. This is one time I hope the DNC is actually successful, as Vermin is the only candidate that is smart (and crazy) enough to possibly beat me!”
",0
"
“There are more guns in this country than there are citizens.”
",0
"
“Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion.”
",0
"
“Over 130 legislators in this chamber have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.""
",0
"
“Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’ ""
",1
"
Last year, ""for the first time in 51 years, the cost of prescription drugs actually went down.""
",0
"
“The president has exploded the debt by more than $3 trillion — all to give billion-dollar tax cuts to the wealthiest few.”
",0
"
Says Democrats ""blocked the Iowa poll"" and ""blocked the Iowa caucus.""
",0
"
Says ""EIGHT Iowa counties have more adults registered to vote than voting-aged adults living there.”
",0
"
“Cory Booker and all these people couldn't get any of the things that (Michael) Bloomberg's getting now"" with respect to DNC debate rules.
",0
"
“All of the aid has not arrived” to Ukraine.
",0
"
Say Nancy Pelosi’s net worth is $196,299,990.
",0
"
“In 2018, the providers the state paid through the ACO reduced the amount of money spent on healthcare services by $7.7 million.”
",0
"
Says Kobe Bryant’s wife “recorded her suicide after depression attack this morning.”
",0
"
Event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” Novel coronavirus outbreak
",0
"
""Earnings for the bottom 10% are rising faster than earnings for the top 10%.”
",0
"
“Over the past year, Illinois has reduced its unemployment rate more than all of the top 20 most populated states in the nation — and more than our Midwestern peers.”
",0
"
Says ""10% of U.S. children are Texans."" 
",1
"
Says drinking a bleach solution will prevent you from getting the coronavirus.
",0
"
""Vice President Biden threatened a foreign country and forced them to fire a prosecutor who was investigating a company,"" that paid his son Hunter.
",0
"
Says a ""Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""
",0
"
Says she hasn’t taken corporate PAC money “since 2016.”
",0
"
Says some of the names that may be purged from voter roll are people who have died.
",0
"
 ""The president of the United States already has the legal authority to reduce the price of many commonly used prescription drugs.""
",1
"
""Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense.""
 
",0
"
When asked if he’s defended former U.S. ambassador to Ukraine Marie Yovanovitch, ""I've defended every single person on this team.""
",0
"
An MSNBC reporter was fired for using a racial slur while covering the Kobe Bryant helicopter crash.
",0
"
Says the Democratic Party ""took Social Security from the independent ‘Trust Fund’ and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security (FICA) withholding.""
 
",0
"
""More than 80% of Republicans think we ought to at least be doing universal background checks."" 
",1
"
""FDA finally admits dental fillings are toxic.""
",0
"
Video shows Gianna Bryant in the hospital after helicopter crash.
",0
"
""The American people are overwhelmingly with us"" in calling witnesses in Senate trial 
",1
"
""Obama’s lawyers officially admit birth certificate is fake.""
",0
"
Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.""
",0
"
""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""
",0
"
Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone.""
",0
"
Says a 392-year-old shark was discovered in the Arctic Ocean
 
",0
"
""Texas man admits kidnapping 79 people.""
",0
"
Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon.""
",0
"
""Mayor Bloomberg helped lower the number of uninsured by 40 percent, covering 700,000 more New Yorkers""
",1
"
Says a video shows footage of the helicopter crash that killed Kobe Bryant.
",0
"
""If Trump is impeached in the house & not senate, he can run 2 more times.""
 
",0
"
Kobe Bryant’s ""untimely death has been planned for a while.""
",0
"
Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals.""
",0
"
Says Kobe Bryant tweeted, ""I have information that will lead to the arrest of Hillary Clinton.""
 
",0
"
""The Democrat controlled House never even asked John Bolton to testify.""
",0
"
Says a video shows the helicopter crash that killed Kobe Bryant.
",0
"
""NEW INFO SAYS KOBE BRYANT AND ALL 4 OF HIS DAUGHTER HAVE DIED FROM HELICOPTER CRASH.""
",0
"
Says former NBA player Rick Fox was also on board with Kobe Bryant
",0
"
 Says Kobe Bryant and his daughter, Gianna, were both born Aug. 23.
",0
"
Says Oregon’s highest income tax bracket included anyone making more than $250,000 in 2012 before the state expanded its upper bracket to include ""anyone making more than $125,000.""
",0
"
""Right now 5% of Americans donate to candidates."" 
",0
"
""Twitter is banned in Iran.""
",1
"
Says Nancy Pelosi said, ""If impeachment fails, I will resign immediately.""
",0
"
""California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.""
",0
"
Says President Donald Trump this week will sign an executive order creating term limits for Congress.
",0
"
The typical anglerfish is seven feet long.
",0
"
""The Department of Corrections budget in Wisconsin is more than the Department of Education budget.""
",0
"
The city of Austin has ""removed, seemingly, any legal consequences to the actions where the homeless lie, sleep, where they defecate.""
",0
"
Says Jordan Davis, son of Georgia Congresswoman Lucy McBath, was killed in ""a drug deal gone bad.""
",0
"
Says Aaron Hernandez' daughter is, by Massachusetts law, entitled to the remainder of his $15 million NFL contract because he committed suicide during his appeal, making his conviction ""null and void.""
 
",0
"
Says a coronavirus patent expired just as there is a ""sudden outbreak"" and, despite ""media fear-mongering,"" there is already a vaccine available.
",0
"
""The Machinists Union does not (support the USMCA trade deal). And every environmental organization in this country (also) opposes it.""
",0
"
The percent of millionaires in Congress is 50% while the percent among the U.S. public is 1 percent
",0
"
Says Joe Biden talked about eating wooden corn dog sticks.
",0
"
Says an image shows a paralyzed groom being held up by his groomsmen so he could kiss his bride.
 ",0
"
Says a ""fact check"" shows that Nancy Pelosi moved ""billions of Social Security funds to cover impeachment costs.""
 
",0
"
Says Democratic opponents Cal Cunningham and Erica Smith support sanctuary policies.
",0
"
""Not even (House Intelligence Chairman Adam) Schiff’s Republican colleagues were allowed into the SCIF"" during the House impeachment investigation.
",0
"
Witnesses have been part of ""every other impeachment trial the Senate has ever had.""
",1
"
Says the House impeachment vote was the third by Democrats — ""They tried to impeach Trump for criticizing the NFL and for some other things."" 
",0
"
""CNN reports DemDebate had 2.3 million viewers. Trump rally had 6.7 million last night!""
",0
"
Adam Schiff Paid Witnesses Over $40 Million To Testify Against Trump
 
",0
"
Says a video shows Greta Thunberg firing a rifle.
",0
"
Up until 1913 Americans kept all of their earnings.
",0
"
Quotes Trump as saying ""would you really want a president who was dumb enough to let himself get drafted?""
",0
"
""Starting Jan. 1 California residents can’t take shower, do laundry, poop in toilet and flush on same day.""
",0
